work_id,msd_id,artist_id,shs_id,clique_size,title
"%12168,",TRFOTYJ128F9301A93,ARTG85X1187B99D1F5,43620,8,Fire And Rain
"%12168,",TRJOXEK128F93198E5,ARTAUG51187FB3E10D,119274,8,Fire And Rain
"%12168,",TRXTCVS128F9345CAB,AR0HQE41187B9A28D3,12169,8,Fire And Rain
"%12168,",TRXSMUD128F4296A8D,ARSF0K11187B9AF319,-1,8,Fire And Rain
"%12168,",TRUMFSQ128F92D8942,AR1XWI51187B9B2101,-1,8,Fire And Rain
"%27709,",TRDJZVG128F92C7788,AR6VBI71187FB462F3,81921,2,That's The Way Love Is
"%27709,",TRJWBUM128C7196B23,ARVNNXD1187B9AE50D,27742,2,That's The Way Love Is
"%4833,",TRBLAOQ128F92F6E91,ARVPYWH1187FB5B327,94588,2,River Man
"%4833,",TRYNODW128E0780E64,ARMZFC81187B9AC52C,4833,2,River Man
"%17047,",TRRHNPJ12903CA35F9,ARXL46E1187FB5BEAB,90876,2,Satellite
"%17047,",TRVUUBM128F92F91CB,ARI7SQF1187FB48362,17047,2,Satellite
"%86976,",TRSWZYM128F422F9DE,ARKWJC61187B9B074A,86976,2,I Know A Place
"%86976,",TRXLTZE128F421A259,AROHLU21187B98C4A9,86978,2,I Know A Place
"%1409,",TRWYTIP128F42B3265,AR9AWNF1187B9AB0B4,112290,13,Yesterday
"%1409,",TRICQXL128F147ECAB,AR9I6VS1187B99BB78,2584,13,Yesterday (LP Version)
"%1409,",TRZSJKP128F42603D5,ARDS81Q1187B989358,14961,13,Yesterday
"%1409,",TRGNIUL128F92F697B,ARVNNXD1187B9AE50D,49992,13,Yesterday
"%1409,",TRDRKBZ128F4241213,ARJQVBE1187FB3D623,114463,13,Yesterday (LP Version)
"%1409,",TRHIORU128F146298E,ARSZGJL1187B9933A6,60871,13,Yesterday (2002 Digital Remaster)
"%1409,",TRHHGAG128F42307BB,ARXGNJV1187B9B8962,4980,13,Yesterday
"%1409,",TROJCPH128F932A91B,ARW5XFX1187B9AE42A,60523,13,Yesterday (Stereo) (1999 Digital Remaster)
"%1409,",TRNOSBO128F424104D,AR6FJX01187FB57885,46235,13,Yesterday (LP Version)
"%1409,",TRSMNYN128F42922F1,ARQB7KW1187B9A6C02,12511,13,Yesterday (Album Version)
"%1409,",TRADNFJ128F92FFA5A,ARURL2D1187B9B13E1,15419,13,Yesterday (Live)
"%1409,",TRNFCWC128F4295B8F,AR42MHZ1187FB39CAC,71520,13,Yesterday (Album Version)
"%1409,",TRIKNQE128F92D028C,ARF6C551187FB40741,12679,13,Yesterday
"%5361,",TRIVBTS128EF365E06,ARVWJM61187B9B7715,5361,2,Shining Star
"%5361,",TRPEFWR128F4277A54,AR87P0Q1187B989ADF,61728,2,Shining Star
"%14470,",TRDZJPA128F4264137,AR5NSQW1187FB4AAA0,14470,2,Joshua Gone Barbados (2002)
"%14470,",TRBXNGY128F4270EAD,ARQ1L9L1187B9902CA,106051,2,Joshua Gone Barbados
"%87530,",TRKMABI128F92E2D85,ARVHQNN1187B9B9FA3,87530,2,Sad Lisa
"%87530,",TRIUNWT128F9329CEA,ARB57BN1187B9B5EAF,106481,2,Sad Lisa (Album Version)
"%46528,",TRENRRP128E0799AD2,ARR9XGB1187B9912E6,46530,2,In The Still Of The Nite (I'll Remember)
"%46528,",TRQECZU128F933DB17,ARM41VP1187FB52F30,46528,2,In The Still Of The Nite
"%409,70629,",TRPYCEA128F42264D2,AR0KOSV1187FB5BA51,411,8,Make It Easy On Yourself
"%409,70629,",TRZKPLN128F1462988,ARSZGJL1187B9933A6,47844,8,Make It Easy On Yourself (2002 Digital Remaster)
"%409,70629,",TREPMMF12903CC5B2E,AR4PQ891187FB5CA9F,410,8,Make It Easy On Yourself
"%409,70629,",TRTGQZV12903D08753,AR9L5W91187B992EE6,115438,8,Make It Easy On Yourself
"%409,70629,",TRJPEDH128F9309D7A,ARTO6KU1187B99910C,70629,8,Mais N'Essaie Pas De Me Mentir
"%409,70629,",TRQDDDJ128F425A8FA,ARWPYQI1187FB4D55A,44536,8,Make It Easy On Yourself
"%409,70629,",TRCUYPN128F4233639,ARJNQDO1187FB3911C,106980,8,Make It Easy On Yourself
"%409,70629,",TRVHJKV128E0790EC6,AR8XG9J1187FB418C1,-1,8,Make It Easy On Yourself
"%53800,",TRUDNDB128E0794AE1,AR7DO6G1187FB41056,60875,4,A Message To Martha (Kentucky Bluebird)
"%53800,",TRMFFKL128F93352AB,AR4PQ891187FB5CA9F,60876,4,Message To Michael
"%53800,",TRURABP128F425FE81,ARGMXEQ1187FB4A4E0,150395,4,Message To Michael
"%53800,",TRKEBDS128EF352C69,AROPGT71187B98EC04,119707,4,Message To Michael
"%21354,",TRDJQFN128F93360B4,ARUT16P1187FB532A4,21354,2,Can I Change My Mind
"%21354,",TRZMOFI128F427B10F,ARHTHC01187B9B6D2A,83171,2,Baby Can I Change My Mind
"%401,",TRKMSSG128F9300BE8,AR1IP401187B998883,4311,12,All Along The Watchtower
"%401,",TRETYNR12903CC23BA,ARA764M1187B9B5F4F,506,12,All Along The Watchtower
"%401,",TRLNTGD128F147C3F8,AR6V5WK1187B9B92A3,666,12,All Along The Watchtower (Album Version)
"%401,",TRRETFJ128F42679BF,ARSPUHE1187B99DB8A,125606,12,All Along The Watchtower
"%401,",TRQACLG128F146AA56,ARNSYEO1187B9B8945,60896,12,All Along The Watchtower (2001 Digital Remaster)
"%401,",TRHLFZS12903D024D7,AR1XWI51187B9B2101,126076,12,All Along The Watchtower
"%401,",TRKZGGP128F93036AB,ARQXC7V1187FB4DA9E,549,12,All Along The Watchtower
"%401,",TRNPEQT128F4292065,ARDZVOI1187B98BE89,65604,12,All Along The Watchtower
"%401,",TREZUKG128F932A2ED,ARWJS171187B98C86A,97964,12,All Along The Watchtower
"%401,",TRLBZTB12903CBD721,AR4IMIR1187FB52283,120710,12,All Along The Watchtower (Jimi Hendrix cover)
"%401,",TRGXJNV128F92EA11D,AR5FP401187FB523C9,401,12,All Along The Watchtower
"%401,",TRDWWDB12903CC1818,ARNDL191187FB51583,-1,12,All Along The Watchtower
"%56223,",TRIREOQ128F425FEAC,ARGMXEQ1187FB4A4E0,56225,5,What Love Has Joined Together
"%56223,",TRBRBWM128F93227CF,ARHVQU31187B9B7623,56223,5,What Love Has Joined Together
"%56223,",TRMQPHH128E0792D17,AR76ZQP1187FB56A79,56224,5,What Love Has Joined Together
"%56223,",TRLQTTT128F42335E1,ARELPXQ1187FB384FD,63354,5,What Love Has Joined Together
"%56223,",TRVBSBJ128EF34DCA1,ARKNW0S1187FB3B472,56276,5,What Love Has Joined Together
"%74255,",TRXOSXJ128F9300D9A,ARF04KN1187B993DA8,74256,2,Dark Moon
"%74255,",TRYTMCM128F92F06A2,AR694FG1187B9B081E,74255,2,Dark Moon
"%3582,",TRXPBTH128F426C224,AR12F2S1187FB56EEF,3718,8,Walkin' The Dog
"%3582,",TRCVWYK128F9301B63,ARDIJLO1187FB3CE44,25530,8,Walking The Dog (2004 Digital Remaster)
"%3582,",TRMQTPR128F9309674,AR9VN011187B9ADD25,29562,8,Walking The Dog
"%3582,",TRFNQQC128F42A003B,ARDK87R1187B98D51C,3583,8,Walkin' The Dog
"%3582,",TRXWJZA128F93249DB,ARA8CMH1187B98B3FB,126531,8,Walking The Dog
"%3582,",TRHALAL12903CE1794,ARBGDF21187FB49FE8,3582,8,Walking The Dog
"%3582,",TRROGIQ128F931598F,ARFGXKD1187B99C341,26140,8,Walking the dog
"%3582,",TRLTOKN128F423C1D0,AR4U2DD1187FB3B987,51746,8,Walking The Dog (LP Version)
"%45630,",TROVZKQ128C71963DB,ARC70XM1187FB4D5B0,101841,2,The Hunter
"%45630,",TRHGHDW128F4260509,ARTEABC1187B9AE16E,45629,2,The Hunter
"%23354,",TRHETXY128F92EB8BC,ARUQFUJ1187FB42AEC,23354,2,Mohammed's Radio
"%23354,",TRBXHJB128F4234AD9,ARWW0KV1187FB551A6,23355,2,Mohammed's Radio  (LP Version)
"%67,",TRPZMCT128F429B4AC,ARE7W0L1187B989A7B,25700,2,Destination Unknown
"%67,",TRAIFBE128F42259A6,AR456541187B98F3DB,67,2,Destination Unknown
"%54690,",TRKCLJT128F9345EAE,ARHL8SP1187B98F8A3,54690,2,Goatless
"%54690,",TRCTFWU12903CF4268,ARWYVP51187B98C516,54695,2,Goatless (Sick Of It All Cover Version)
"%55,",TRVWNMB128F425A368,AR5YRCN1187B98E3C8,56,2,More Than Words
"%55,",TRYCQHG128F429171B,AR5J8XN1187B9B712E,55,2,More Than Words
"%9173,",TRMSMJO12903CE4195,ARUYFUJ1187FB55430,129335,7,My Baby Just Cares For Me
"%9173,",TRDEOXM12903CC971A,AR4ZNBW1187FB554B8,9172,7,My Baby Just Cares For Me
"%9173,",TRSTBLT128F149C758,ARBM4TC1187FB5CE98,46478,7,My Baby Just Cares For Me
"%9173,",TRWMLDR12903CF47A1,ARTFGZQ11C8A415109,115090,7,My Baby Just Cares For Me
"%9173,",TRQYJTA128F427E80D,ARGE7G11187FB37E05,9584,7,My Baby Just Cares For Me
"%9173,",TRDZNDM128F425A053,ARAKARO1187B9A1EB6,8888,7,My Baby Just Cares For Me
"%9173,",TRZPNME12903CF6BA4,AR2UWUD1187B9B3B01,378,7,My Baby Just Cares For Me
"%10502,",TRAFMVN128F147CBCE,ART5MUE1187B98C961,10502,4,Fade To Black
"%10502,",TROKRHT128F425DA28,AR7MC4I1187FB50B54,23221,4,Fade To Black
"%10502,",TRYWUFM128F426934E,AR0NKSJ1187B990988,26625,4,Fade To Black
"%10502,",TRIIITD128F42B8B7D,ARHKPXI1187B9B2CAF,10503,4,Fade To Black
"%114252,",TRQXKRS12903CD043D,AR9IJCC1187B9A1A7C,128350,2,Got a Thing on My Mind
"%114252,",TRRBOLI128F4263C97,ARYH89E1187FB53AEA,128349,2,Got A Thing On My Mind
"%16031,",TRGIAEG128F92EDBF5,AR9VCSR1187B9B879E,16032,2,Millworker
"%16031,",TRENYXU128F42377D7,ARFJZRY1187FB3C85E,46488,2,Millworker (LP Version)
"%30490,",TRQGDSI128F1466CBA,ARGETJ81187B9B4F2F,32103,3,John The Revelator
"%30490,",TRYOFQV12903CE5F3F,ARDK0551187FB5AC48,30490,3,John the Revelator
"%30490,",TRLULEN128F42726F4,ARYVGP31187B9A531A,30515,3,John The Revelator
"%48320,",TRHZAUY128F9320B3C,ARINRM01187FB5673F,130614,2,Whatever Lola Wants
"%48320,",TRCPGZX12903CC194A,ARXNS431187FB52F7D,48320,2,Whatever Lola Wants
"%4846,",TRHKRAL128F42958A3,ARLO2801187FB3CBF5,52719,2,The Folks Who Live On The Hill (LP Version)
"%4846,",TRMNGZG128F14A424B,ARCXKY91187B9ACA99,25500,2,Folks Who Live On The Hill
"%62684,",TRBQUNN128F9307B21,AR4549W1187B9AF46F,71870,3,Your Mistake (Album Version)
"%62684,",TRJJVTN128F426B19B,AR0O3AV1187FB4D030,62684,3,Your Mistake
"%62684,",TRUFCHX12903D00483,ARPKATM1187B9B76E6,94445,3,Your Mistake (Agnostic Front)
"%69191,",TRCHZGH128F426901C,AR3V4DD1187B98ABCE,69191,2,Demystification
"%69191,",TREFAXL128F92D065C,ARZHQDD1187FB5B871,69192,2,Demystification
"%111991,",TRRJQGY128F9339EC6,ARCLE5B1187B98D185,114766,4,Cherokee
"%111991,",TRVTYGT128F42B9600,ARCFDW71187B9BA40B,114765,4,Cherokee
"%111991,",TRCOPSN12903C96988,AR6EAZK1187B98E869,114688,4,Cherokee
"%111991,",TRJJKML128F4231B3A,ARSYWV7119B3403694,122352,4,Cherokee (LP Version)
"%56360,",TRNUIZU12903CF44D3,AR6W6KQ1187B9AAA53,93985,3,Digging The Grave
"%56360,",TRVUAXU128F9329CEC,ARB57BN1187B9B5EAF,56363,3,Digging The Grave (Album Version)
"%56360,",TRPXXIO128E0795033,AR0AJG11187FB51EFC,56360,3,Digging The Grave
"%51185,",TRHOHLW128F9335C80,ARKZJ301187FB521B2,89776,2,Straight To Hell
"%51185,",TRQZIYJ128F4259CF5,AR13CXU1187B9AD30A,51185,2,Straight To Hell
"%64372,",TRMVFSQ128F933AE2A,ARJ0AL61187B9A3F27,64386,12,Blues In The Night
"%64372,",TRWTCSX128F4263F3F,AR4JY8V1187B98A62F,64381,12,Blues in the Night
"%64372,",TRJNSEO128F932B045,ARRX4FO1187FB58DD6,138296,12,Blues In The Night (My Mama Done Tol' Me) (Album Version)
"%64372,",TRUBYSM12903CF3389,AR949HL1187B98FAB5,64390,12,Blues In The Night
"%64372,",TROHRBG128F428061F,AR6A5AO1187FB50D96,67692,12,Blues in the Night
"%64372,",TRLLCKQ128F92E18EA,ARO4NIA1187B9B8289,146609,12,Blues In The Night
"%64372,",TRKSQMA128F149C64A,ARJL3W01187B9921ED,70097,12,Blues In The Night
"%64372,",TRCGHAK128F427902B,AR4ZNBW1187FB554B8,64384,12,Blues In The Night
"%64372,",TRXJRYF128F933EF25,ARFLWSQ11F50C4AA08,42048,12,Blues In The Night
"%64372,",TRVQSAP12903D09071,ARV4NRL1187FB58D95,64383,12,Blues In The Night
"%64372,",TRGCVFW128F4273B95,ARS23GQ1187FB4F71A,57049,12,Blues In The Night
"%64372,",TRINHNJ128F42922C1,ARQB7KW1187B9A6C02,50185,12,Blues In The Night (Album Version)
"%40556,",TRVAJIT128F92C478B,AR03BDP1187FB5B324,40556,2,Sometimes
"%40556,",TRDFRJS128F429B2CE,ARUDFF41187B98F4E4,40557,2,Sometimes
"%5490,",TRVFJUJ128E07937FE,ARGE7G11187FB37E05,5587,3,Disco Inferno
"%5490,",TRDOHPR128F930DB9D,ARTNPJK1187FB4D048,5493,3,Disco Inferno
"%5490,",TRAWGLY128F4252A34,AR63MS91187FB438DC,5490,3,Disco Inferno (Grim Mix)
"%28547,",TRGURHQ128F92F5EED,ARTO3L81187B9ACA8C,62215,4,Drown In My Own Tears
"%28547,",TRVFLCA128F423C227,AR20CFC1187B98A25D,16717,4,Drown In My Own Tears (Live at Herdon Stadium)
"%28547,",TRAPYGN128F42345D8,ARD0FN11187B9B25CD,60463,4,Drown In My Own Tears (LP Version)
"%28547,",TRNBKRB128F42699F1,AR7BGWD1187FB59CCB,16718,4,Drown In My Own Tears
"%88066,",TRGDQFS128F933AD5C,ARJ7KF01187B98D717,88066,2,Violet Hill
"%88066,",TRPGXWA128F92EB267,AR2EAIQ1187B9A978C,88067,2,Violet Hill
"%81854,",TRFRXIS128F92E9E43,AR7GM0K1187B9B74B4,81854,2,Hard Drivin' Man
"%81854,",TRXRJLM128E078FD37,AR1AFUF1187FB39270,81855,2,Hard Drivin' Man
"%62134,",TRBIMSV12903CBC91A,AR9P3CV1187FB51071,97316,2,Way Down Yonder In New Orleans
"%62134,",TROJVOX128F4261A1C,AR9I1L41187FB37F0E,129563,2,Way Down Yonder In New Orleans
"%7495,",TRBTYJM128F428D865,ARYWN7S1187FB43A41,92338,7,For the Good Times
"%7495,",TRTDSDE128F9338746,ARXB4J91187B9A9C7D,73308,7,For The Good Times
"%7495,",TRUAEUK128F42A1E57,AR3S5CH1187B9A906D,109714,7,For The Good Times
"%7495,",TRXXVTM128F930F94B,ARQV5DS1187B9B23FF,150914,7,For The Good Times
"%7495,",TRSZGJH12903CBA8EA,ARJ08091187FB5B079,29800,7,For The Good Times
"%7495,",TRVLOAO128F429CBAB,AR1LYBP1187FB3F510,59356,7,For The Good Times
"%7495,",TRARELT128F9310B6E,ART3TOJ1187B98D1AB,130272,7,For The Good Times
"%20610,",TRLSHUS128F9307C2A,AR58JT11187B9AF4CC,20610,6,We've Only Just Begun
"%20610,",TRIZDMH128E0793B42,ARPVD951187FB3868F,23633,6,We've Only Just Begun
"%20610,",TROYODP128F92F798D,ARWEIPG1187FB57749,56146,6,We've Only Just Begun
"%20610,",TRUPTAZ128F4284F66,ARGTQ221187B990917,46405,6,We've Only Just Begun
"%20610,",TRALDIT128F426F207,ARNIYM61187FB4F85B,108452,6,We've Only Just Begun
"%20610,",TRMKLPD128F149E78C,AR4PQ891187FB5CA9F,92080,6,We've Only Just Begun (LP Version)
"%37350,",TRCFBMN128F42515D6,ARRT66G1187FB3DDF9,37350,3,Have You Ever Loved A Woman
"%37350,",TRUYVOM128E0791A7E,AR3E4IO1187FB4B837,63214,3,Have You Ever Loved A Woman
"%37350,",TRXDPKS128E079321E,ARLAUED1187B9ACEAF,63656,3,Have You Ever Loved A Woman
"%36744,9427,30213,",TRJMRKJ128F92F323C,AR5NAO21187FB4860A,30213,3,Papa-Oom-Mow-Mow
"%36744,9427,30213,",TRGFMBZ12903CBAAAB,ARR8PFT1187FB381D7,9427,3,Surfin' Bird
"%36744,9427,30213,",TREUFWZ128F92F316A,AR5NAO21187FB4860A,36744,3,The Bird's The Word
"%32709,",TRLMIXW128F42A513C,AR4IPQ01187FB36C75,140516,3,Isolation
"%32709,",TRHMNBV128F427CAB4,ARKZXSQ1187B9AC9F3,32709,3,Isolation
"%32709,",TRCTHEV128F9317E62,ARN4EV41187B98AAC6,83086,3,Isolation
"%19873,",TRZRDKB128E07851F6,AR71MIY1187B9BA0C3,32412,3,Hole In The Sky (Non LP Track)
"%19873,",TRCPMUY12903CD1ECB,ARWZ9W91187B9B2B29,19873,3,Hole In The Sky
"%19873,",TRXVPNX12903CDF594,ARD1E7F1187FB3C9FA,-1,3,Hole In The Sky
"%15878,",TRPSNLG128F92C4011,AR32RXI1187B9BA168,15878,3,Teenage Kicks (1st Derry Demos '78)
"%15878,",TRTZBFT128F4257755,ARLRGEB1187B9B797C,58590,3,Teenage Kicks
"%15878,",TRBXZOT128F933AE93,ARTZRS11187FB4C8A9,29020,3,Teenage Kicks
"%9752,",TRAIOZA128F426FE7A,AR3J9AY1187B9B7069,59737,2,Beat on the Brat
"%9752,",TRFXUVA128F9308642,AR3GAWW1187B9AD462,75430,2,Beat On The Brat
"%55633,",TRKTHWQ128F934F371,AR470DG1187B98DC5C,55636,2,Bad Guy Reaction
"%55633,",TRXKWAQ12903C9A9F8,ARW76OX1187B993DB2,55633,2,Bad Guy Reaction
"%22844,",TRZARFP128F429F795,ARAPFN61187B990019,22845,2,Shake
"%22844,",TRWLYED128E078A45F,AR4K2P91187B9B2B35,22844,2,Shake
"%21985,",TREBGZH128F92F2638,AR927SO1187FB5A62B,21986,2,Tombstone Blues
"%21985,",TRUZUGD128F42645EA,AR5FP401187FB523C9,21985,2,Tombstone Blues
"%14501,",TRUNGAX128E0791CCD,ARCR1TK1187FB4C78A,43523,3,Superstition
"%14501,",TRMBZUP128F92D95FA,ARFOMBD1187FB4CD21,43391,3,Superstition
"%14501,",TRIJTZW128F42A2AC9,ARG7CJ21187B9B7F83,108509,3,Superstition
"%19727,",TRBXJLB128F92EF1B3,AR2SG8E1187FB52CDD,43828,2,Lyin' Eyes
"%19727,",TRVBTTF12903CD72E4,AR16GSC1187B9A6291,19727,2,Lyin' Eyes
"%94760,",TRRODUM12903D09F67,ARHP6DI1187B9A455D,94760,2,Human Dissection
"%94760,",TRTBDQX12903D01AF5,AR50ZUC1187B992857,94789,2,Human Dissection (originally by Demolition Hammer)
"%15054,",TRQRPVZ128F42553A9,ARVPEZ21187B9B6D75,15054,2,Frying Pan ( LP Version )
"%15054,",TRYKRWQ128F93148C5,ARSHHON12454A37B82,15066,2,Frying Pan
"%31551,",TREUOQF128F9334F8A,ARL9MID1187B9ABA14,91282,2,Pick Up The Tempo
"%31551,",TRZACIF128F428AF66,ARCXQSL1187FB3CFCA,71732,2,Pick Up The Tempo
"%7777,",TRVJBHJ128F4218F9B,AR3J9AY1187B9B7069,105211,2,You Shook Me All Night Long
"%7777,",TRLDSFD128F4251023,ARGCVZG1187B9B916F,7781,2,You Shook Me All Night Long
"%817,",TRINKPR128F1455756,ARL4TII1187B9B46E1,817,7,Bohemian Rhapsody
"%817,",TRSMUPR128F4263EF5,AR7WFGC1187B9B1CD4,5938,7,Bohemian Polka
"%817,",TRJZGFE128F92DB31B,ARCDTNQ1250940F870,93029,7,Bohemian Rhapsody
"%817,",TRBZCST128E07950AF,ARNPFE31187B9A47E1,120476,7,Nocturne/Bohemian Rhapsody (Bonus Track)
"%817,",TRTZVRP128F421928D,AR78IGD1187FB51400,56699,7,Bohemian Rhapsody
"%817,",TRATEQF128F92F9945,ARIVQGT11E2835D996,126785,7,Bohemian Rhapsody
"%817,",TRLEWCU128F42A3419,ARL7YU61187B9B85D7,112541,7,Bohemian Rhapsody
"%6173,",TRCDQFW12903CF7D29,ARTXS851187FB411C7,104330,4,Don't Play That Song
"%6173,",TRECDUE12903CF8BA1,AR9RNVT1187B9B8EC2,77284,4,Don't Play That Song
"%6173,",TRWWEIG128F14B1603,AR7BGWD1187FB59CCB,6178,4,Don't Play That Song (You Lied) (LP Version)
"%6173,",TRHNJXS128F148E392,ARISHTQ1187FB3E6F0,-1,4,Don't Play That Song [You Lied]
"%36387,",TRNOEUV128F42AD6E4,AR4KTMS1187B9B4873,36388,2,Sick Of Myself
"%36387,",TRPIRDS128F930917C,ARG87LT1187B9B09A1,36387,2,Sick Of Myself
"%70160,70161,",TRMJKKK12903CAC4C3,AR4TPZ21187FB4C5CB,70160,3,Daydreamer
"%70160,70161,",TRUZCFN128F93382EC,ARKYAPA1187B98B398,72665,3,Le Mal Aimé
"%70160,70161,",TRGMFEC128F425B3A1,ARTO6KU1187B99910C,70161,3,Le Mal Aimé
"%86707,",TRWDWNI12903D01AB7,ART7VD01187FB4C12A,86708,2,Do What You Want
"%86707,",TRVUOUG128F426D380,AR46CAD1187FB4D84B,86707,2,Do What You Want (Album Version)
"%32435,",TRMRBMZ128F149799D,AR040RJ1187FB4D2AB,32436,2,For The Sake Of The Song
"%32435,",TRLGRER12903CB9400,ARECVOG1187B9B5CC2,32435,2,For The Sake Of The Song
"%5118,",TRLQBCY128F1487297,AR3D6KI1187FB38C49,36231,5,Taxman (2006 Remastered LP Version)
"%5118,",TRWCFLN128F4228CE3,ARQDONM1187B9BA1AD,5119,5,Taxman
"%5118,",TRJECQF128F92E89B5,ARBO2QI1187FB4844D,42464,5,Taxman
"%5118,",TROPPEO128F427FF6B,ARF4L041187FB4D318,42460,5,Taxman (LP Version)
"%5118,",TRWHWGV128F146B0A5,ARNTK8X1187FB4DA6A,14560,5,Taxman
"%27534,",TRDXIIG128EF3518DB,ARMI8BW1187FB57B2E,27534,2,Shout It Out Loud
"%27534,",TRUACRI12903D01705,ARE0XAC1187FB45527,66715,2,Shout It Out Loud
"%3,",TRIURBO128F425A1F3,AR3MMZH1187B9B55D0,4,2,Relight My Fire
"%3,",TRCEEUH128F42646A8,AR86RD61187B9B6F6D,3,2,Vertigo/Relight My Fire
"%8872,",TRCBJZD128F9302B2A,AR6XEHV1187FB43D1A,8872,4,I Can't Make You Love Me
"%8872,",TRBMZYA128F146548E,ARCLYBR1187FB53913,119866,4,I Can't Make You Love Me
"%8872,",TRDIIHF128F92F5DD9,ARAKARO1187B9A1EB6,8887,4,I Can't Make You Love Me
"%8872,",TREEJND128F933DB3F,ARR9XGB1187B9912E6,109984,4,I Can't Make You Love Me
"%61651,",TRFBIIT128F427B985,AR5JHNB1187FB38A34,131677,4,Highway Star (Album Version)
"%61651,",TRYVQOX128F92F57BA,ARXPE8V1187B99AEC9,61651,4,Highway Star
"%61651,",TRYZUGR128F428080A,AR2EHIJ1187B9A45BC,135296,4,Highway Star (LP Version)
"%61651,",TRLONIY128F934ABE8,ARFG2CY1187B9B98BB,-1,4,Highway Star
"%97807,",TRWIUCA128F934AC99,AR2JDGQ1187B98DC04,97808,2,Junior's Farm
"%97807,",TRBKFGA12903CFB7D6,ARGMPRW1187B9AC4C4,97807,2,Junior's Farm
"%12940,",TRFMLWN128F92CEEF6,ARDSEZK1187B9A42A0,12940,4,The Wanderer (Album)
"%12940,",TRZTTED128F42AB2E1,ARU1RUT1187B99C096,40501,4,The Wanderer
"%12940,",TRUYDTV12903CF4AF8,ARNW5721187FB38E9F,12946,4,The Wanderer
"%12940,",TRMDZUH128F429557B,ARAOAKL1187FB4F2FD,12942,4,The Wanderer
"%84789,",TRXWYVU128F933F1C9,ARYD07J1187FB57231,84791,2,Let Me Ride Your Little Automobile
"%84789,",TRZYDHB128F9301446,ARGHPIE1187FB3CCDF,85408,2,Too Many Drivers
"%3573,",TRBNVMO128E078E020,ARGT1EZ1187B9A3F7B,45113,2,The Girl Can't Help It
"%3573,",TRRGEXZ128F145D25C,ARFJ7T21187B9B4A35,118014,2,The Girl Can't Help It
"%2717,",TRPVGCM12903D0E6D3,ARQNRTK1187B9B58F2,53484,4,Sweets For My Sweet
"%2717,",TRIJGSA128F4232568,ARS5CVB1187B990B7D,66951,4,Sweets For My Sweet (LP Version)
"%2717,",TRIXEWM128F147C79F,AR6ZS6M1187FB57A03,2717,4,Sweets For My Sweet (LP Version)
"%2717,",TRUIRKF128F930AE52,ARVGBDX11F4C83B362,-1,4,Sweets For My Sweet
"%22271,",TRWAZSO128F42B1E78,AR0CDSK1187FB52ED6,118862,2,The Cape
"%22271,",TRZINMH128F92F0AD6,AR7PY5D1187FB5B2FB,22271,2,The Cape (LP Version)
"%41489,",TRPDZND12903CCDE14,ARC4L071187B9AC2C0,41489,2,Victim Of Changes
"%41489,",TROOJIU128F4231BAC,ARRWYO21187B98D9C3,97643,2,Victim Of Changes
"%6774,",TRAKUMK128F933AA30,ARKHPWK11F4C83D55D,87729,3,Let Your Love Flow
"%6774,",TRGSHWN128F92FA281,AR60ODO1187FB4D9AB,87739,3,Let Your Love Flow
"%6774,",TRHORNX12903D02EC5,ARDS80Q1187FB52D1A,35735,3,Let Your Love Flow
"%84092,",TRDSRLK128F4278167,ARAOPEF1187B995099,84092,2,I Need Love So Bad
"%84092,",TRERRND128EF34DC40,ARQDONM1187B9BA1AD,84093,2,I Need Love So Bad
"%87922,",TRUAZZD128F932A9EB,AR4JARH1187FB47284,87923,2,Clone Your Lover
"%87922,",TRQBDDA128E0786B12,ARQDWBG1187B9891D7,87922,2,Clone Your Lover
"%4255,",TRNVOYU12903CDF3F5,ARLS6SR1187FB4D950,62703,2,Isn't It A Pity
"%4255,",TRSVMVD12903CD6D1F,ARFULGF1187FB5690C,60068,2,Isn't It A Pity
"%2972,",TRQEDXE128EF348EC6,ARPAB1I1187B9AD8E4,107458,10,You Send Me
"%2972,",TRTOSNJ128E078E683,AR00RAE1187FB41114,43929,10,You Send Me
"%2972,",TRGYZJB128F4290033,ARJ6G8F1187B9B724F,3939,10,You Send Me
"%2972,",TRANVVU128F14739AF,AR1XWI51187B9B2101,22562,10,You Send Me (LP Version)
"%2972,",TRAYUBR128F1481EDA,ARCZ5JJ1187FB3E221,42916,10,You Send Me
"%2972,",TRRTILR128F92DC1FB,ARB8Q2P1187FB4D05D,105536,10,You Send Me
"%2972,",TRUSOHL128F9329CFB,ARRI65G1187FB5992E,128387,10,You Send Me (EP Version)
"%2972,",TRFFWDY128F4270668,ARMHDEZ1187FB43997,50669,10,You Send Me
"%2972,",TRUHRNX128E07871E5,ARHYYNT1187B9A3AB8,33683,10,You Send Me (LP Version)
"%2972,",TRTCLNZ128F42762DF,ARR5OID1187FB360E9,20134,10,You Send Me
"%2793,",TRYLYNT128E0791CD7,ARXP7MQ1187FB3AC5F,43527,3,Love's In Need Of Love Today
"%2793,",TRZZKSO128F1468316,ARY9PAU1187B98F645,43481,3,Love's In Need Of Love Today
"%2793,",TRWHOII128F9336BBC,AREIZH41187B9A108D,43867,3,Love's in Need of Love Today
"%23385,",TRXBWLX128F9310BF7,ARJIQGE127D395D4E3,23385,2,"My Girl (Ballad - From ""Flexipop"")"
"%23385,",TRZKUVC128F428B756,ARJWOHS1187FB4361D,23386,2,My Guy
